player_id,player_name,team,position,games,avg_score,median_score,score_volatility,score_floor,score_ceiling,recent_form,longer_form,form_delta,consistency_index,score_per_eur
douglas-mendes-moreira,Douglas Mendes,FC Red Bull Salzburg,DEF,63,11.003174603174603,0.0,19.726239020360087,0.0,66.6,0.0,0.0,0.0,0.5308813910891316,
francisco-lagos-dias,Francisco Dias,Vitória Guimarães SC,DEF,8,10.9625,0.0,22.078945206430753,0.0,60.1,12.02,8.585714285714285,3.434285714285714,0.47500004449706795,
charles-marcelo-da-silva,Charles,Vitória Guimarães SC,GK,81,10.188888888888888,0.0,20.960373326827934,0.0,82.1,56.120000000000005,43.70666666666667,12.413333333333334,0.46396701628207804,
anrie-chase,Anrie Chase,FC Red Bull Salzburg,DEF,84,9.855952380952381,0.0,18.20431797837936,0.0,61.4,0.0,8.426666666666668,-8.426666666666668,0.5132154337398718,
gunay-guvenc,Günay Güvenç,Galatasaray Spor Kulübü,GK,94,9.80531914893617,0.0,21.12677232889193,0.0,82.8,4.84,1.6133333333333333,3.2266666666666666,0.443142768551603,
mert-hakan-yandas,Mert Hakan Yandaş,Fenerbahçe Spor Kulübü,MID,98,9.533673469387754,0.0,18.950390708795158,0.0,87.9,0.0,0.0,0.0,0.4778690106146553,
viljani-sinisalo,Viljami Sinisalo,Celtic FC,GK,116,9.351724137931035,0.0,20.731138028531404,0.0,100.0,39.72,37.233333333333334,2.4866666666666646,0.4303375242314922,
nuno-miguel-gomes-dos-santos,Nuno Santos,Sporting Clube de Portugal,FWD,90,8.337777777777777,0.0,19.516081399924765,0.0,84.3,16.080000000000002,19.446666666666665,-3.3666666666666636,0.4064020616436213,
dane-murray,Dane Murray,Celtic FC,DEF,70,8.322857142857144,0.0,20.16684157137164,0.0,100.0,0.0,8.020000000000001,-8.020000000000001,0.39320260015145053,
ross-doohan,Ross Doohan,Celtic FC,GK,89,8.250561797752809,0.0,19.274165019029923,0.0,89.0,0.0,0.0,0.0,0.40694952369227494,
salih-malkocoglu,Salih Malkoçoğlu,Trabzonspor Kulübü,MID,75,7.778666666666666,0.0,16.944179366803645,0.0,64.9,19.7,13.56,6.139999999999999,0.4334924717179898,
joao-pedro-seno-luis-rego,João Rêgo,SL Benfica,MID,98,7.440816326530613,0.0,16.017766146264954,0.0,73.9,0.0,0.0,0.0,0.4372381346986436,
tarik-cetin,Tarık Çetin,Fenerbahçe Spor Kulübü,GK,84,6.947619047619048,0.0,16.649718519929568,0.0,80.4,0.0,3.3333333333333335,-3.3333333333333335,0.3936390849391729,
metehan-baltaci,Metehan Baltacı,Galatasaray Spor Kulübü,DEF,94,6.907446808510638,0.0,16.36327016874744,0.0,65.2,0.0,0.0,0.0,0.39781946265764584,
ejike-julius-opara,Ejike Opara,Vitória Guimarães SC,FWD,19,6.852631578947368,0.0,16.95062661644278,0.0,60.0,0.0,2.3466666666666667,-2.3466666666666667,0.38174887848596634,
enrique-marlon-aguilar,Enrique Aguilar,FC Red Bull Salzburg,FWD,47,6.640425531914894,0.0,13.840263562055458,0.0,39.6,27.860000000000003,9.286666666666667,18.573333333333338,0.4474600807558136,
valentin-sulzbacher,Valentin Sulzbacher,FC Red Bull Salzburg,MID,55,6.152727272727272,0.0,15.579269874793548,0.0,60.0,0.0,0.0,0.0,0.3711096640076793,
arda-unyay,Arda Ünyay,Galatasaray Spor Kulübü,DEF,62,6.006451612903225,0.0,14.541155511030782,0.0,62.6,0.0,0.0,0.0,0.3864868097253112,
tiago-goncalves-da-silva,Tiago Silva,FC Porto,MID,8,5.875,0.0,16.617009357883866,0.0,47.0,9.4,6.714285714285714,2.685714285714286,0.3334845251342761,
rodrigo-osorio-mordomo-silva,Rodrigo Silva,Sporting Braga,FWD,6,5.866666666666667,0.0,14.37033982432798,0.0,35.2,7.040000000000001,7.040000000000001,0.0,0.38168750552808084,
rafael-ferreira-nel,Rafael Nel,Sporting Clube de Portugal,FWD,78,5.773076923076922,0.0,16.204846742319347,0.0,77.8,26.9,27.61333333333333,-0.7133333333333312,0.33554945356628424,
liam-kelly-1996-01-23,Liam Kelly,Rangers FC,GK,114,5.724561403508772,0.0,17.705194285101395,0.0,91.0,0.0,2.2666666666666666,-2.2666666666666666,0.3060412694065605,
eduardo-manuel-de-freitas-monteiro-ferreira-felicissimo,Eduardo Felicíssimo,Sporting Clube de Portugal,MID,52,5.68076923076923,0.0,15.129571595110802,0.0,68.5,7.58,2.5266666666666664,5.053333333333334,0.35219591526480376,
samuel-jumpe-soares,Samuel Soares,SL Benfica,GK,102,5.269607843137255,0.0,18.63351494089645,0.0,90.2,0.0,0.0,0.0,0.26839859592133986,
jose-pedro-formoso-neto,José Neto,SL Benfica,DEF,26,5.165384615384616,0.0,15.64058674878132,0.0,67.8,0.0,4.52,-4.52,0.31040880308880364,
rodrigo-miguel-ferreira-rego,Rodrigo Rêgo,SL Benfica,FWD,29,5.1517241379310335,0.0,13.131957222463486,0.0,39.8,0.0,0.0,0.0,0.36454427768448794,
adam-montgomery,Adam Montgomery,Celtic FC,DEF,69,4.989855072463769,0.0,15.00266785027736,0.0,67.9,0.0,0.0,0.0,0.3118139499706784,
daniel-armando-fonseca-da-silva-banjaqui,Daniel Banjaqui,SL Benfica,DEF,24,4.983333333333333,0.0,17.08609062230512,0.0,68.7,0.0,0.0,0.0,0.2755340243174229,
yanis-franklin-da-rocha,Yanis da Rocha,Sporting Braga,MID,54,4.944444444444445,0.0,12.089831477619228,0.0,38.4,5.459999999999999,4.153333333333333,1.3066666666666658,0.37773171128279015,
rafael-da-silva-pontelo,Rafael Pontelo,Sporting Clube de Portugal,DEF,19,4.921052631578948,0.0,12.02407672350071,0.0,37.2,0.0,6.233333333333333,-6.233333333333333,0.3778427243675074,
salvador-blopa,Salvador Blopa,Sporting Clube de Portugal,DEF,34,4.823529411764706,0.0,11.854370344167778,0.0,35.5,6.0200000000000005,2.006666666666667,4.013333333333334,0.375244316338934,
devrim-sahin-2007-04-01,Devrim Şahin,Beşiktaş Jimnastik Kulübü,FWD,31,4.819354838709677,0.0,12.746147636438725,0.0,40.2,0.0,0.0,0.0,0.35059676108340193,
john-olof-mellberg,John Mellberg,FC Red Bull Salzburg,DEF,91,4.771428571428571,0.0,16.706261538811567,0.0,100.0,0.0,0.0,0.0,0.2694769057245512,
sandro-miguel-rodrigues-vidigal,Sandro Vidigal,Sporting Braga,FWD,67,4.607462686567164,0.0,14.290729283857273,0.0,70.0,0.0,0.0,0.0,0.3013239330207326,
oliver-lukic,Oliver Lukić,FC Red Bull Salzburg,MID,64,4.315625,0.0,12.509250148818447,0.0,49.2,0.0,10.993333333333336,-10.993333333333336,0.3194570351765568,
joao-antonio-nascimento-muniz,João Muniz,Sporting Clube de Portugal,DEF,58,4.112068965517241,0.0,15.27278370042844,0.0,63.9,0.0,0.0,0.0,0.2526960992794967,
yigithan-cubukcu,Yiğithan Çubukcu,Trabzonspor Kulübü,MID,8,4.075,0.0,11.525840533340725,0.0,32.6,0.0,0.0,0.0,0.32532746917489064,
benjamin-arthur,Benjamin Arthur,Celtic FC,DEF,61,3.7163934426229512,0.0,14.539007076687056,0.0,70.9,0.0,15.113333333333335,-15.113333333333335,0.23916543858188993,
christian-zawieschitzky,Christian Zawieschitzky,FC Red Bull Salzburg,GK,70,3.664285714285714,0.0,14.097178623205979,0.0,74.9,0.0,0.0,0.0,0.2427132781388249,
callum-james-osmand,Callum Osmand,Celtic FC,FWD,50,3.576,0.0,14.816173732837797,0.0,76.9,0.0,0.0,0.0,0.22609766814684457,
sean-mcardle,Sean McArdle,Celtic FC,MID,24,3.5500000000000003,0.0,12.040294666334953,0.0,44.5,0.0,0.0,0.0,0.27223311212167167,
romulo-helberth-pereira-junior,Rômulo,Sporting Clube de Portugal,DEF,77,3.4766233766233765,0.0,13.850336268993008,0.0,75.0,0.0,0.0,0.0,0.23411075100585074,
bailey-rice,Bailey Rice,Rangers FC,MID,103,3.4611650485436893,0.0,10.694411524017621,0.0,41.9,0.0,0.0,0.0,0.29596744063908265,
boran-baskan,Boran Başkan,Trabzonspor Kulübü,MID,41,3.4195121951219516,0.0,10.58877281634173,0.0,38.6,7.0200000000000005,2.3400000000000003,4.68,0.29507112179298045,
samuel-loureiro-carvalho-justo,Samuel Justo,Sporting Clube de Portugal,MID,52,3.4038461538461537,0.0,10.573681005926126,0.0,40.6,0.0,0.0,0.0,0.29410229572624874,
takumu-kawamura,Takumu Kawamura,FC Red Bull Salzburg,MID,91,3.265934065934066,0.0,11.5611054813612,0.0,55.8,0.0,0.0,0.0,0.26000371311109705,
flavio-ferreira-goncalves,Flávio Gonçalves,Sporting Clube de Portugal,FWD,34,3.1470588235294117,0.0,10.27374515803232,0.0,37.2,0.0,2.48,-2.48,0.279149366906453,
kami-l-efe-uregen,Kami̇l Üregen,Fenerbahçe Spor Kulübü,DEF,26,3.088461538461538,0.0,10.9766416329614,0.0,44.4,0.0,0.0,0.0,0.2578737540214661,
martim-costa-guedes,Zeega,Vitória Guimarães SC,MID,14,2.9,0.0,9.008201391381762,0.0,33.5,6.7,2.576923076923077,4.123076923076923,0.28976235455226157,
leon-thomson-king,Leon King,Rangers FC,DEF,50,2.8480000000000003,0.0,9.818625366192187,0.0,41.4,0.0,0.0,0.0,0.2632497109013403,
claudio-pires-morais-ramos,Cláudio Ramos,FC Porto,GK,93,2.8021505376344087,0.0,11.516453055393928,0.0,70.7,1.8199999999999998,0.6066666666666667,1.2133333333333332,0.22387736567484112,
ricardo-joaquim-ferreira-rocha,Rica Rocha,Vitória Guimarães SC,MID,30,2.75,0.0,10.585375402591687,0.0,47.3,0.0,0.0,0.0,0.23736822540811373,
necip-uysal,Necip Uysal,Beşiktaş Jimnastik Kulübü,DEF,86,2.437209302325581,0.0,9.043399237424047,0.0,44.4,0.0,0.0,0.0,0.2426677706133568,
oguzhan-ertem,Oğuzhan Ertem,Trabzonspor Kulübü,MID,17,2.164705882352941,0.0,8.925311001337054,0.0,36.8,0.0,0.0,0.0,0.21809955194969005,
joao-vasconcelos-faria-goncalves,João Vasconcelos,Sporting Braga,MID,51,2.0921568627450977,0.0,8.452475214687233,0.0,35.9,7.159999999999999,2.3866666666666663,4.773333333333333,0.22133428707586658,
can-armando-guner,Can Güner,Galatasaray Spor Kulübü,FWD,18,1.9666666666666666,0.0,8.34386001800126,0.0,35.4,0.0,0.0,0.0,0.21047689743615777,
taha-emre-ince,Taha İnce,Trabzonspor Kulübü,DEF,31,1.9483870967741934,0.0,7.743550906732731,0.0,37.0,0.0,0.0,0.0,0.2228370507082988,
joao-manuel-neves-virginia,João Virgínia,Sporting Clube de Portugal,GK,84,1.9238095238095236,0.0,10.181516669839588,0.0,65.7,0.0,0.0,0.0,0.1720526455054798,
joao-miguel-fins-veloso,João Veloso,SL Benfica,MID,56,1.8678571428571427,0.0,7.922834826519588,0.0,35.4,0.0,0.0,0.0,0.20933449729515088,
zebedee-lawson,Zebedee Lawson,Rangers FC,FWD,18,1.8277777777777777,0.0,7.754604367012471,0.0,32.9,0.0,0.0,0.0,0.2087790265731347,
david-miguel-madeira-moreira,David Moreira,Sporting Clube de Portugal,DEF,40,1.75,0.0,7.725249975210327,0.0,35.0,0.0,0.0,0.0,0.2005673195578348,
onuralp-cakiroglu,Onuralp Çakıroğlu,Trabzonspor Kulübü,FWD,43,1.6767441860465115,0.0,7.693405871861407,0.0,38.0,6.82,2.2733333333333334,4.546666666666667,0.19287540588364266,
ada-yuzgec,Ada Yüzgeç,Galatasaray Spor Kulübü,FWD,23,1.4913043478260868,0.0,7.152044402157664,0.0,34.3,0.0,0.0,0.0,0.18293623958075741,
alaettin-ekici,Alaettin Ekici,Fenerbahçe Spor Kulübü,FWD,21,1.4761904761904763,0.0,6.764754597315765,0.0,31.0,0.0,2.066666666666667,-2.066666666666667,0.1901142473582858,
antonio-gil-lourenco-oliveira-valerio-branco,António Gil,Sporting Braga,MID,22,1.3909090909090909,0.0,6.523941920481679,0.0,30.6,0.0,0.0,0.0,0.18486441091773415,
diogo-ferreira-prioste,Diogo Prioste,SL Benfica,MID,88,1.2909090909090908,0.0,6.911370547309357,0.0,38.5,0.0,2.566666666666667,-2.566666666666667,0.1631713599040215,
fode-carlos-gaspar-pascoal,Fodé Pascoal,Sporting Braga,DEF,38,1.063157894736842,0.0,6.553745413682807,0.0,40.4,0.0,0.0,0.0,0.14074579384301786,
jonatas-xavier-zamith-oliveira-noro,Jonatás Noro,Sporting Braga,DEF,64,1.03125,0.0,5.787585921059902,0.0,33.4,0.0,0.0,0.0,0.1519317783956637,
batuhan-ahmet-sen,Batuhan Şen,Galatasaray Spor Kulübü,GK,75,1.0133333333333334,0.0,6.1982851450008924,0.0,42.0,6.8,2.2666666666666666,4.533333333333333,0.14077426955461456,
nuno-miguel-madeira-fernandes-felix,Nuno Félix,SL Benfica,MID,72,0.9472222222222221,0.0,5.710256949454639,0.0,39.3,0.0,0.0,0.0,0.1411603503945114,
goncalo-carvalho-moreira,Gonçalo Moreira,SL Benfica,MID,37,0.9459459459459459,0.0,5.753964555687505,0.0,35.0,7.0,2.3333333333333335,4.666666666666666,0.14005787832412683,
andre-alexandre-mendes-miranda,André Miranda,FC Porto,FWD,42,0.8642857142857142,0.0,5.601211603623936,0.0,36.3,0.0,2.42,-2.42,0.1309283456102571,
tiago-dias-freitas,Tiago Freitas,SL Benfica,MID,41,0.8341463414634147,0.0,5.341142656590328,0.0,34.2,0.0,0.0,0.0,0.131545115231951,
joao-soares-aragao,João Aragão,Sporting Braga,FWD,42,0.8333333333333334,0.0,5.400617248673218,0.0,35.0,0.0,0.0,0.0,0.130195776587965,
nuno-miguel-ferreira-matos,Nuno Matos,Sporting Braga,DEF,45,0.7777777777777778,0.0,5.21749194749951,0.0,35.0,0.0,0.0,0.0,0.1250951001376973,
lucas-rodrigues-carvalho-anjos,Lucas Anjos,Sporting Clube de Portugal,FWD,56,0.7267857142857144,0.0,5.438766272917836,0.0,40.7,0.0,0.0,0.0,0.11287654862433127,
aiden-mccallion,Aiden McCallion,Rangers FC,MID,54,0.6703703703703704,0.0,4.926196038263948,0.0,36.2,0.0,0.0,0.0,0.11311984383269784,
mauro-meireles-couto,Mauro Couto,Sporting Clube de Portugal,FWD,64,0.58125,0.0,4.650000000000001,0.0,37.2,0.0,0.0,0.0,0.10287610619469024,
onuralp-cevikkan,Onuralp Çevikkan,Trabzonspor Kulübü,GK,75,0.48800000000000004,0.0,4.2262039704680605,0.0,36.6,0.0,0.0,0.0,0.09337561311375579,
joao-goncalo-carapinha-carvalho,João Carvalho,Sporting Braga,GK,75,0.4106666666666667,0.0,3.556477658208095,0.0,30.8,0.0,0.0,0.0,0.0901280983847,
gokdeniz-gurpuz,Gökdeniz Gürpüz,Galatasaray Spor Kulübü,MID,94,0.4031914893617021,0.0,3.909086523320827,0.0,37.9,0.0,0.0,0.0,0.08213167306103154,
alaa-bellaarouch,Alaa Bellaarouch,Sporting Braga,GK,88,0.3977272727272727,0.0,3.731012536223183,0.0,35.0,0.0,0.0,0.0,0.0840681079752079,
tiago-magalhaes-sa,Tiago Sá,Sporting Braga,GK,101,0.395049504950495,0.0,3.970198388937857,0.0,39.9,7.9799999999999995,2.6599999999999997,5.32,0.07948364914965055,
ahmet-dogan-yildirim,Ahmet Yıldırım,Trabzonspor Kulübü,GK,74,0.31756756756756754,0.0,2.731819510479753,0.0,23.5,4.7,1.5666666666666667,3.1333333333333337,0.08509724724782895,
jean-baptiste-gorby,Jean-Baptiste Gorby,Sporting Braga,MID,101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
bosun-lawal,Bosun Lawal,Celtic FC,DEF,98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
eboue-kouassi,Eboue Kouassi,Celtic FC,MID,98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
diego-calai-silva,Diego Callai,Sporting Clube de Portugal,GK,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
salko-hamzic,Salko Hamzić,FC Red Bull Salzburg,GK,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
emir-yasar,Emir Yaşar,Beşiktaş Jimnastik Kulübü,GK,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
rayan-lucas-marques-de-souza,Rayan Lucas,Sporting Clube de Portugal,MID,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
francisco-diogo-pereira-silva,Francisco Silva,Sporting Clube de Portugal,GK,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
jose-guilherme-ribeiro,Gui,Vitória Guimarães SC,GK,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
engin-can-biterge,Engin Biterge,Fenerbahçe Spor Kulübü,GK,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
bruno-cardoso-ramos-de-carvalho,Bruno Ramos,Sporting Clube de Portugal,DEF,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
lucas-furtado-dos-santos,Lucas Furtado,Vitória Guimarães SC,GK,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
adem-agaoglu,Adem Ağaoğlu,Trabzonspor Kulübü,GK,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
andre-luis-rocha-oliveira,André Oliveira,FC Porto,MID,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
goncalo-calisto-de-oliveira,Gonçalo Oliveira,SL Benfica,DEF,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
joao-pedro-moreira-teixeira,João Teixeira,FC Porto,MID,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
joshua-liam-wynder,Joshua Wynder,SL Benfica,DEF,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
diogo-dias-fernandes,Diogo Fernandes,FC Porto,GK,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
diogo-jose-de-nazare-e-jesus-ferreira,Diogo Ferreira,SL Benfica,GK,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
gabriel-costa-bras,Gabriel Brás,FC Porto,DEF,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
goncalo-miguel-azevedo-ribeiro,Gonçalo Ribeiro,FC Porto,GK,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
abdou-aziz-fall,Abdou Fall,Fenerbahçe Spor Kulübü,MID,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
enes-emre-buyuk,Enes Büyük,Galatasaray Spor Kulübü,GK,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
furkan-kocak,Furkan Koçak,Galatasaray Spor Kulübü,MID,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
nikola-sarcevic,Nikola Šarčević,FC Red Bull Salzburg,GK,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
arda-ozturk-2007-03-10,Arda Öztürk,Trabzonspor Kulübü,DEF,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
joao-victor-matos-ferreira,João Matos,Sporting Braga,DEF,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
joao-carvalho-da-fonseca,João Fonseca,SL Benfica,DEF,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
emre-bilgin,Emre Bilgin,Beşiktaş Jimnastik Kulübü,GK,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
valentin-zabransky,Valentin Zabransky,FC Red Bull Salzburg,DEF,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
finlay-hale,Finlay Hale,Celtic FC,MID,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
samuel-isiguzo,Samuel Isiguzo,Celtic FC,FWD,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
asim-efe-isik,Asım Işık,Beşiktaş Jimnastik Kulübü,MID,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
calum-adamson,Calum Adamson,Rangers FC,DEF,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
joshua-clarke,Joshua Clarke,Celtic FC,GK,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
tuna-baran-demir,Tuna Demir,Beşiktaş Jimnastik Kulübü,FWD,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ege-arac,Ege Araç,Galatasaray Spor Kulübü,MID,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
eyup-can-karasu,Eyüp Karasu,Galatasaray Spor Kulübü,MID,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
yusuf-daghan-kahraman,Yusuf Kahraman,Galatasaray Spor Kulübü,DEF,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
lewis-stewart,Lewis Stewart,Rangers FC,FWD,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
arda-yilmaz,Arda Yılmaz,Galatasaray Spor Kulübü,GK,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
erol-can-colak,Erol Çolak,Trabzonspor Kulübü,GK,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
cihan-akgun,Cihan Akgün,Galatasaray Spor Kulübü,MID,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
guilherme-mendes-paula,Guilherme Paula,Vitória Guimarães SC,FWD,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
necati-ogulcan-yancel,Necati Yançel,Galatasaray Spor Kulübü,MID,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
rodrigo-miguel-amores-dias,Rodrigo Dias,Sporting Clube de Portugal,DEF,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
yan-vasconcelos-said,Yan Said,Sporting Braga,FWD,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
goncalo-santos-sousa,Gonçalo Sousa,FC Porto,FWD,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
yakuphan-sarialioglu,Yakuphan Sarıalioğlu,Trabzonspor Kulübü,DEF,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ercument-sancakli,Ercüment Sancaklı,Fenerbahçe Spor Kulübü,FWD,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
mustafa-serhan-kok,Mustafa Kök,Fenerbahçe Spor Kulübü,MID,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
selahattin-sevim,Selahattin Sevim,Fenerbahçe Spor Kulübü,FWD,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
esat-yi-gi-t-alkurt,Esat Alkurt,Trabzonspor Kulübü,FWD,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
joseph-haney,Joseph Haney,Celtic FC,MID,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
andre-pinho-oliveira,André Oliveira,Vitória Guimarães SC,DEF,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
arnas-voitinovicius,Arnas Voitinovičius,SL Benfica,GK,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ahmet-berat-tekke,Ahmet Tekke,Trabzonspor Kulübü,DEF,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ahmet-sami-bircan,Ahmet Bircan,Beşiktaş Jimnastik Kulübü,FWD,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ali-pagda,Ali Pağda,Beşiktaş Jimnastik Kulübü,FWD,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
arran-kerr,Arran Kerr,Rangers FC,DEF,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
kevin-philip-anjos-pinto,Kevin Pinto,SL Benfica,DEF,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
tiago-alves-pinto-andrade,Tiago Andrade,FC Porto,FWD,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
hulusi-efe-ceylan,Hulusi̇ Ceylan,Fenerbahçe Spor Kulübü,GK,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
martim-de-araujo-cunha,Martim Cunha,FC Porto,DEF,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
rydnn-mcguire,Rydnn McGuire,Rangers FC,GK,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
thomas-hatton,Thomas Hatton,Celtic FC,MID,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
cemal-azad-demir,Azad Demir,Beşiktaş Jimnastik Kulübü,MID,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
miguel-lebre-monteiro-figueiredo,Miguel Figueiredo,SL Benfica,MID,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
afonso-dias-sousa,Afonso Sousa,Sporting Braga,DEF,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
romario-fernandes-cunha,Romário Cunha,Sporting Braga,GK,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
adnan-efe-fettahoglu,Adnan Fettahoğlu,Fenerbahçe Spor Kulübü,MID,1,0.0,0.0,,0.0,0.0,,,,0.0,
emin-eren-sayar,Emin Sayar,Fenerbahçe Spor Kulübü,FWD,1,0.0,0.0,,0.0,0.0,,,,0.0,
yagiz-fikri-sen,Yağız Şen,Fenerbahçe Spor Kulübü,DEF,1,0.0,0.0,,0.0,0.0,,,,0.0,
