player_id,player_name,team,position,games,avg_score,median_score,score_volatility,score_floor,score_ceiling,recent_form,longer_form,form_delta,consistency_index,score_per_eur
gokhan-sazdagi,Gökhan Sazdağı,Beşiktaş Jimnastik Kulübü,MID,71,34.202816901408454,36.7,27.749929069824343,0.0,100.0,0.0,10.133333333333333,-10.133333333333333,1.189666131639518,
anthony-musaba,Anthony Musaba,Fenerbahçe Spor Kulübü,FWD,92,34.129347826086956,36.95,23.70151169678534,0.0,85.9,44.019999999999996,36.806666666666665,7.213333333333331,1.3816704113104366,
kieran-tierney,Kieran Tierney,Celtic FC,DEF,112,34.07053571428572,37.0,29.98301212231087,0.0,100.0,67.14,58.00666666666667,9.133333333333333,1.0996521442068417,
emir-han-topcu,Emirhan Topçu,Beşiktaş Jimnastik Kulübü,DEF,95,34.03263157894737,38.7,27.805293549683995,0.0,93.4,26.700000000000006,22.953333333333333,3.7466666666666733,1.181471437541407,
tim-jabol-folcarelli,Tim Jabol-Folcarelli,Trabzonspor Kulübü,MID,71,33.69859154929577,40.8,25.618862988920306,0.0,87.2,30.520000000000003,37.026666666666664,-6.506666666666661,1.2659666028305676,
kartal-kayra-yilmaz,Kartal Yılmaz,Beşiktaş Jimnastik Kulübü,MID,77,33.63376623376624,38.2,26.3358101730505,0.0,87.0,11.14,9.026666666666667,2.1133333333333333,1.2303921493764503,
emmanuel-fernandez,Emmanuel Fernandez,Rangers FC,DEF,54,33.62777777777778,34.15,30.7781741870649,0.0,89.5,39.1,41.78666666666667,-2.6866666666666674,1.0582035827428296,
pau-victor-delgado,Pau Víctor,Sporting Braga,FWD,105,33.62761904761905,35.8,24.69843694539773,0.0,93.6,49.78,50.1,-0.3200000000000003,1.3085472520787431,
seko-fofana,Seko Fofana,FC Porto,MID,69,33.59855072463768,36.8,22.522371184026465,0.0,79.7,39.56,37.67999999999999,1.8800000000000097,1.4283658080973458,
stefan-lainer,Stefan Lainer,FC Red Bull Salzburg,DEF,83,33.320481927710844,36.3,25.97393045304364,0.0,100.0,32.4,24.680000000000003,7.719999999999995,1.2352846384665859,
felix-uduokhai,Felix Uduokhai,Beşiktaş Jimnastik Kulübü,DEF,84,33.27023809523809,38.95,29.152638516483343,0.0,100.0,22.3,30.180000000000003,-7.880000000000003,1.1033939227922118,
hugo-miguel-zagal-nunes,Hugo Nunes,Vitória Guimarães SC,MID,1,33.2,33.2,,33.2,33.2,,,,33.2,
alexander-schlager,Alexander Schlager,FC Red Bull Salzburg,GK,107,33.12523364485981,36.5,24.280336377709148,0.0,81.0,39.14,37.32666666666667,1.8133333333333326,1.3103161741972658,
goncalo-teixeira-nogueira,Gonçalo Nogueira,Vitória Guimarães SC,MID,34,33.08529411764706,37.9,26.792469909477685,0.0,95.2,48.62,39.693333333333335,8.926666666666662,1.1904409440905588,
alistair-johnston,Alistair Johnston,Celtic FC,DEF,102,33.07941176470588,28.1,35.656694588218414,0.0,100.0,39.58,13.193333333333333,26.386666666666663,0.9024112003633223,
christ-ravynel-inao-oulai,Christ Inao Oulaï,Trabzonspor Kulübü,MID,77,32.75714285714286,36.0,28.347446875528355,0.0,100.0,49.14,44.986666666666665,4.153333333333336,1.1161837346899743,
demir-ege-tiknaz,Ege Tıknaz,Sporting Braga,MID,89,32.65842696629213,36.2,27.784756321787004,0.0,93.5,50.040000000000006,35.919999999999995,14.120000000000012,1.1345736820281216,
benedito-mambuene-mukendi,Beni,Vitória Guimarães SC,MID,79,32.54303797468354,36.6,23.677251245653952,0.0,100.0,56.36,48.20666666666667,8.153333333333329,1.3187464702096785,
cameron-carter-vickers,Cameron Carter-Vickers,Celtic FC,DEF,100,32.385999999999996,0.0,35.64112656791733,0.0,100.0,0.0,0.0,0.0,0.8838702036076835,
sidny-lopes-cabral,Sidny Cabral,SL Benfica,DEF,46,32.323913043478264,34.75,29.66229319660163,0.0,100.0,0.0,21.4,-21.4,1.0541909842236064,
samuel-elias-dahl,Samuel Dahl,SL Benfica,DEF,110,31.911818181818184,35.95,30.086333670424292,0.0,100.0,41.22,46.486666666666665,-5.266666666666666,1.0265545792612805,
leon-adrian-barisic,Adrian Barišić,Sporting Braga,DEF,102,31.639215686274508,35.5,29.452365155283335,0.0,94.9,0.0,0.0,0.0,1.0389740016888396,
joane-kouakou-gadou,Joane Gadou,FC Red Bull Salzburg,DEF,83,31.422891566265058,35.1,27.051920833929188,0.0,93.8,0.0,30.719999999999995,-30.719999999999995,1.120168980665974,
martim-moreira-moutinho-fernandes,Martim Fernandes,FC Porto,DEF,93,31.238709677419354,33.5,27.189863969222,0.0,94.0,12.180000000000001,23.553333333333335,-11.373333333333333,1.1081539702187324,
william-gomes-carvalho-santos,William,FC Porto,FWD,88,31.123863636363637,34.05,24.518170575085882,0.0,78.7,26.919999999999995,42.233333333333334,-15.31333333333334,1.2196745665910218,
pedro-antonio-pereira-goncalves,Pedro Gonçalves,Sporting Clube de Portugal,MID,100,30.787,32.65,32.6749824140362,0.0,100.0,49.419999999999995,44.626666666666665,4.7933333333333294,0.9142395271799029,
kerim-sam-alajbegovic,Kerim-Sam Alajbegović,FC Red Bull Salzburg,FWD,85,30.774117647058826,35.0,31.870747719877695,0.0,100.0,54.739999999999995,56.686666666666675,-1.9466666666666796,0.9362159300212392,
alioune-ndoye,Alioune Ndoye,Vitória Guimarães SC,FWD,53,30.57547169811321,33.7,22.198197307788973,0.0,84.5,13.24,21.566666666666666,-8.326666666666666,1.3180106752453242,
bright-akwo-arrey-mbi,Bright Arrey-Mbi,Sporting Braga,DEF,107,30.453271028037385,35.0,26.765347625970765,0.0,94.6,0.0,23.913333333333338,-23.913333333333338,1.0968085628991884,
connor-barron,Connor Barron,Rangers FC,MID,114,30.105263157894736,35.1,24.11547383421523,0.0,100.0,36.2,19.959999999999997,16.240000000000006,1.198673907433187,
tony-strata,T. Strata,Vitória Guimarães SC,DEF,74,30.05945945945946,32.9,24.05570543732557,0.0,87.8,43.12,41.666666666666664,1.4533333333333331,1.1997051743224831,
eduardo-filipe-quaresma-coimbra-simoes,Eduardo Quaresma,Sporting Clube de Portugal,DEF,90,29.931111111111115,30.25,32.53074827023232,0.0,100.0,37.82,36.873333333333335,0.9466666666666654,0.8926466796949811,
joao-pedro-ferreira-silva,Jota Silva,Beşiktaş Jimnastik Kulübü,FWD,74,29.902702702702705,35.7,23.742343959788894,0.0,86.2,43.96,24.46,19.5,1.2085638592406764,
moussa-kounfolo-yeo,Moussa Yeo,FC Red Bull Salzburg,MID,91,29.82087912087912,33.9,24.240826519111724,0.0,92.7,27.439999999999998,26.580000000000002,0.8599999999999959,1.1814541452634086,
frans-kratzig,Frans Krätzig,FC Red Bull Salzburg,DEF,91,29.73076923076923,33.9,28.910500561820836,0.0,100.0,43.86000000000001,55.82666666666667,-11.966666666666661,0.9939910289806041,
aleksa-terzic,Aleksa Terzić,FC Red Bull Salzburg,DEF,106,29.54433962264151,34.25,26.955462668167772,0.0,100.0,19.44,29.119999999999997,-9.679999999999996,1.0568360099538954,
bojan-miovski,Bojan Miovski,Rangers FC,FWD,110,29.543636363636367,34.1,22.902355662953692,0.0,86.4,44.46,35.38,9.079999999999998,1.2360135871221307,
oskar-pietuszewski,Oskar Pietuszewski,FC Porto,FWD,53,29.52075471698113,35.0,24.072329778355687,0.0,90.8,41.3,36.766666666666666,4.533333333333331,1.1774236769359048,
nasser-yacouba-djiga,Nasser Djiga,Rangers FC,DEF,89,29.442696629213483,33.5,28.255658675582335,0.0,100.0,42.2,34.25333333333334,7.946666666666665,1.0063932231266854,
oguz-aydin,Oğuz Aydın,Fenerbahçe Spor Kulübü,FWD,110,29.418181818181818,35.3,27.10153244530778,0.0,94.6,28.839999999999996,17.30666666666667,11.533333333333328,1.0468532944043727,
luuk-de-jong,Luuk de Jong,FC Porto,FWD,92,29.38913043478261,30.549999999999997,30.3883886750929,0.0,85.6,0.0,0.0,0.0,0.9363058020911813,
tim-drexler,Tim Drexler,FC Red Bull Salzburg,DEF,71,29.22253521126761,33.0,22.889456070321355,0.0,84.0,55.4,36.58666666666667,18.813333333333325,1.2232398730740341,
florian-grillitsch,Florian Grillitsch,Sporting Braga,MID,108,29.201851851851853,36.05,25.954874504749316,0.0,100.0,1.6600000000000001,29.43333333333333,-27.77333333333333,1.083360705192919,
gustavo-da-silva-cunha,Gustavo Silva,Vitória Guimarães SC,FWD,80,29.03875,33.8,26.189724015104513,0.0,80.1,55.17999999999999,46.55333333333333,8.626666666666665,1.0680045881991413,
souleymane-faye,Souleymane Faye,Sporting Clube de Portugal,FWD,43,28.623255813953488,33.7,27.2376912979519,0.0,91.2,0.0,11.966666666666667,-11.966666666666667,1.0136542506939847,
edin-visca,Edin Višća,Trabzonspor Kulübü,MID,75,28.608,36.1,27.872032674446356,0.0,100.0,0.0,0.0,0.0,0.9908550715003852,
kaan-ayhan,Kaan Ayhan,Galatasaray Spor Kulübü,DEF,110,28.45727272727273,34.65,25.409495657292478,0.0,99.7,19.84,13.520000000000001,6.3199999999999985,1.0775394235677045,
okay-yokuslu,Okay Yokuşlu,Trabzonspor Kulübü,MID,82,28.154878048780485,34.95,23.680070030547014,0.0,82.0,7.459999999999996,24.573333333333334,-17.113333333333337,1.140794090694744,
amine-el-ouazzani,Amine El Ouazzani,Sporting Braga,FWD,101,28.086138613861383,34.4,22.86032821156761,0.0,78.7,14.780000000000001,9.526666666666667,5.253333333333334,1.1771061305118629,
fotis-ioannidis,Fotis Ioannidis,Sporting Clube de Portugal,FWD,75,28.054666666666666,34.3,25.76891220125591,0.0,84.4,0.0,2.32,-2.32,1.0480316292176577,
georgios-vagiannidis,Georgios Vagiannidis,Sporting Clube de Portugal,DEF,82,27.93780487804878,29.799999999999997,27.669422621521587,0.0,100.0,22.999999999999993,27.473333333333336,-4.473333333333343,0.9744809041629043,
ismail-jakobs,Ismail Jakobs,Galatasaray Spor Kulübü,DEF,110,27.906363636363636,29.55,27.30477418103956,0.0,100.0,44.49999999999999,35.693333333333335,8.806666666666658,0.9859242634430624,
stefan-savic-1991-01-08,Stefan Savić,Trabzonspor Kulübü,DEF,81,27.81728395061728,28.1,29.667666701829862,0.0,100.0,23.220000000000002,34.18666666666666,-10.966666666666658,0.9070557672702727,
fehmi-mert-gunok,Mert Günok,Fenerbahçe Spor Kulübü,GK,104,27.47596153846154,29.8,25.888320623353216,0.0,83.2,25.860000000000003,11.26,14.600000000000003,1.0218548760757464,
edson-omar-alvarez-velazquez,Edson Álvarez,Fenerbahçe Spor Kulübü,MID,94,27.194680851063833,35.1,25.55230085392129,0.0,100.0,6.859999999999999,2.2866666666666666,4.573333333333332,1.0241930068763767,
mauro-emanuel-icardi-rivero,Mauro Icardi,Galatasaray Spor Kulübü,FWD,94,27.161702127659574,33.1,27.155324262127415,0.0,100.0,39.64,32.913333333333334,6.726666666666667,0.964709263327349,
daniel-santos-braganca,Daniel Bragança,Sporting Clube de Portugal,MID,90,27.13222222222222,25.15,29.794946512837907,0.0,93.9,56.14,51.11333333333334,5.026666666666664,0.8810608653244858,
james-forrest,James Forrest,Celtic FC,MID,100,27.025,34.900000000000006,24.483906794447492,0.0,80.1,21.959999999999997,27.066666666666663,-5.106666666666666,1.060473192669512,
anthony-ralston,Anthony Ralston,Celtic FC,DEF,115,27.019130434782607,31.3,27.8963177336521,0.0,100.0,36.86,22.12,14.739999999999998,0.935037145003311,
joel-mvuka,Joel Mvuka,Celtic FC,MID,70,26.997142857142858,35.25,21.66749366155437,0.0,71.8,0.0,0.0,0.0,1.191006966197232,
vitor-carvalho-vieira,Vítor Carvalho,Sporting Braga,MID,101,26.809900990099013,35.0,25.286251224531064,0.0,95.5,36.46,24.160000000000004,12.299999999999997,1.0199210515449713,
sikou-niakate,Sikou Niakaté,Sporting Braga,DEF,112,26.72589285714286,32.6,27.876351001190418,0.0,96.5,0.0,20.033333333333335,-20.033333333333335,0.9255287434357995,
benjamin-bouchouari,Benjamin Bouchouari,Trabzonspor Kulübü,MID,71,26.583098591549298,32.9,23.190028558569818,0.0,75.7,40.36,24.666666666666668,15.693333333333332,1.098927954019785,
francisco-jose-navarro-aliaga,Fran Navarro,Sporting Braga,FWD,96,26.508333333333336,33.55,22.77565952210093,0.0,70.0,32.22,39.06666666666667,-6.846666666666671,1.1149357732302743,
ivan-fresneda-corraliza,Iván Fresneda,Sporting Clube de Portugal,DEF,90,26.407777777777774,33.1,23.66828925703243,0.0,74.6,0.0,22.173333333333336,-22.173333333333336,1.0705151663587473,
jayden-meghoma,Jayden Meghoma,Rangers FC,DEF,86,26.390697674418604,29.700000000000003,25.217639148290743,0.0,82.3,18.36,24.386666666666667,-6.026666666666667,1.0066008432395082,
nedim-bajrami,Nedim Bajrami,Rangers FC,MID,119,26.312605042016806,33.3,24.168709826585058,0.0,96.4,0.0,8.833333333333334,-8.833333333333334,1.0454491002245765,
damir-redzic,Damir Redzic,FC Red Bull Salzburg,FWD,20,26.189999999999998,34.95,20.883660195422994,0.0,64.9,15.02,27.926666666666666,-12.906666666666666,1.1967833427370473,
tomas-cvancara,Tomáš Čvančara,Celtic FC,FWD,77,26.16103896103896,33.5,20.501656902515514,0.0,80.4,7.720000000000001,24.233333333333334,-16.513333333333335,1.2166987446431785,
mikey-moore,Mikey Moore,Rangers FC,FWD,99,25.889898989898988,34.1,25.062303976329424,0.0,92.0,47.3,52.166666666666664,-4.866666666666667,0.9933848908144491,
miguel-angelo-gomes-ferreira-magalhaes,Miguel Maga,Vitória Guimarães SC,DEF,81,25.85185185185185,30.2,25.017879162266688,0.0,91.5,24.26,13.233333333333333,11.026666666666669,0.9936187223647489,
ryan-don-naderi,Ryan Naderi,Rangers FC,FWD,14,25.764285714285712,31.0,22.330923958384815,0.0,62.8,6.6,27.746153846153845,-21.146153846153844,1.1042977020644902,
maurits-kjaergaard,Maurits Kjærgaard,FC Red Bull Salzburg,MID,91,25.618681318681322,0.0,30.5953043313945,0.0,100.0,51.42,31.08,20.340000000000003,0.8108382514684456,
jayden-oosterwolde,Jayden Oosterwolde,Fenerbahçe Spor Kulübü,DEF,98,25.493877551020407,24.3,25.3414082568128,0.0,77.8,33.4,35.480000000000004,-2.0800000000000054,0.9678251558333753,
yaser-esneider-asprilla-martinez,Yáser Asprilla,Galatasaray Spor Kulübü,FWD,98,25.325510204081635,33.0,22.20711927838063,0.0,94.3,0.0,9.846666666666666,-9.846666666666666,1.0912819424199047,
ridvan-yilmaz,Rıdvan Yılmaz,Beşiktaş Jimnastik Kulübü,DEF,93,25.213978494623657,26.7,27.065707451849423,0.0,97.5,34.32000000000001,47.72666666666667,-13.40666666666666,0.8983909825854809,
juan-diego-castillo-reyes,Juan Castillo,Vitória Guimarães SC,GK,70,24.861428571428572,15.55,27.290951374312947,0.0,77.1,0.0,0.6799999999999999,-0.6799999999999999,0.8787766887896797,
deniz-daniel-gul,Deniz Gül,FC Porto,FWD,104,24.764423076923077,33.7,21.135177129262193,0.0,70.6,54.42,36.906666666666666,17.513333333333335,1.1187813376105802,
jose-carlos-natario-ferreira,Zé Carlos,Vitória Guimarães SC,MID,86,24.57325581395349,34.85,20.8281168808987,0.0,77.1,33.12,37.27333333333333,-4.153333333333336,1.1257616013343321,
cengiz-under,Cengiz Ünder,Beşiktaş Jimnastik Kulübü,FWD,96,24.538541666666664,32.7,26.025491025416503,0.0,82.1,31.24,38.50666666666667,-7.266666666666669,0.9079776439062308,
el-bilal-toure,El Bilal Touré,Beşiktaş Jimnastik Kulübü,FWD,85,24.516470588235297,30.7,26.04231834030556,0.0,86.5,38.22,21.3,16.919999999999998,0.9065964788859991,
yasin-ozcan,Yasin Özcan,Beşiktaş Jimnastik Kulübü,DEF,80,24.46625,18.2,26.561683375384494,0.0,80.8,9.08,6.926666666666667,2.1533333333333333,0.8876906996853086,
anthony-nuatuzor-nwakaeme,Anthony Nwakaeme,Trabzonspor Kulübü,MID,75,24.430666666666667,24.0,26.745133294768877,0.0,89.5,37.8,35.126666666666665,2.673333333333332,0.8805388104324903,
paulo-guilherme-goncalves-bernardo,Paulo Bernardo,Celtic FC,MID,102,24.414705882352944,30.25,25.137126489128782,0.0,100.0,0.0,4.573333333333333,-4.573333333333333,0.9341006132601362,
marcelo-josemir-saracchi-pintos,Saracchi,Celtic FC,DEF,105,24.397142857142857,0.0,29.279513240564572,0.0,89.4,20.1,38.67333333333333,-18.57333333333333,0.8057310123618078,
diego-henrique-oliveira-rodrigues,Diego Rodrigues,Sporting Braga,MID,74,24.26081081081081,33.85,24.28880354022758,0.0,81.3,0.0,17.433333333333334,-17.433333333333334,0.9593498866887271,
caglar-soyuncu,Çağlar Söyüncü,Fenerbahçe Spor Kulübü,DEF,108,23.973148148148148,0.0,27.02534499760418,0.0,92.7,34.04,22.026666666666664,12.013333333333335,0.8554095640998374,
paulo-andre-rodrigues-de-oliveira,Paulo Oliveira,Sporting Braga,DEF,101,23.683168316831683,16.7,26.660847958408716,0.0,98.6,24.6,18.633333333333333,5.966666666666669,0.8561982030501041,
derek-cornelius,Derek Cornelius,Rangers FC,DEF,94,23.577659574468086,0.0,27.77245155601592,0.0,100.0,0.0,4.846666666666664,-4.846666666666664,0.8194525770098421,
nehuen-perez,Nehuen Pérez,FC Porto,DEF,93,23.419354838709676,0.0,27.982631484487552,0.0,100.0,0.0,0.0,0.0,0.8080479114273829,
youssef-ramalho-chermiti,Youssef Chermiti,Rangers FC,FWD,83,23.29397590361446,26.1,27.0260459259148,0.0,100.0,52.56,46.346666666666664,6.213333333333338,0.8311545611960642,
matija-mitrovic,Matija Mitrović,Vitória Guimarães SC,MID,34,23.176470588235293,29.15,24.122968544692,0.0,75.5,0.0,12.693333333333332,-12.693333333333332,0.9225211800510746,
karim-onisiwo,Karim Onisiwo,FC Red Bull Salzburg,FWD,80,23.0775,31.75,22.470509365371328,0.0,85.2,38.58,35.54666666666667,3.0333333333333314,0.983255183803076,
ahmed-kutucu,Ahmed Kutucu,Galatasaray Spor Kulübü,FWD,93,22.925806451612903,0.0,27.042771690439977,0.0,91.7,0.0,2.353333333333333,-2.353333333333333,0.8175299754491996,
sidiki-cherif,Sidiki Chérif,Fenerbahçe Spor Kulübü,FWD,70,22.9,32.3,21.819131347366312,0.0,67.7,26.46,37.9,-11.439999999999998,1.0035438970661352,
dominik-prpic,Dominik Prpić,FC Porto,DEF,85,22.73764705882353,0.0,27.963096328956862,0.0,97.0,4.279999999999999,1.4266666666666665,2.8533333333333326,0.7850558103516984,
junior-chikwubuike-adamu,Junior Adamu,Celtic FC,FWD,84,22.503571428571426,29.0,21.8403707459406,0.0,82.5,0.0,14.026666666666666,-14.026666666666666,0.9852542097010824,
sacha-boey,Sacha Boey,Galatasaray Spor Kulübü,DEF,99,22.45151515151515,0.0,27.049955160988773,0.0,100.0,25.380000000000003,43.29333333333333,-17.913333333333327,0.8004118018249169,
renato-nhaga,Renato Nhaga,Galatasaray Spor Kulübü,MID,50,22.398000000000003,28.7,22.31192131245226,0.0,65.2,0.0,4.346666666666668,-4.346666666666668,0.9607959678568374,
mathias-fjortoft-lovik,Mathias Løvik,Trabzonspor Kulübü,DEF,80,22.09375,29.25,20.575537544695266,0.0,81.9,41.720000000000006,40.733333333333334,0.9866666666666717,1.024018518854106,
ricardo-luis-chaby-mangas,Ricardo Mangas,Sporting Clube de Portugal,DEF,81,21.830864197530865,0.0,26.501752970206088,0.0,100.0,7.8,7.533333333333333,0.2666666666666666,0.7937990069644376,
gianluca-prestianni-gross,Gianluca Prestianni,SL Benfica,FWD,103,21.67184466019417,0.0,25.304019743734774,0.0,88.1,53.54,37.56666666666667,15.97333333333333,0.823898585513953,
kelechi-promise-iheanacho,Kelechi Iheanacho,Celtic FC,FWD,87,21.289655172413795,30.8,21.84360389851135,0.0,72.5,44.62,26.233333333333334,18.386666666666663,0.9319744496971066,
armindo-tue-na-bangna,Bruma,SL Benfica,FWD,103,21.061165048543693,0.0,28.763713636433774,0.0,90.0,0.0,2.36,-2.36,0.7076121382502052,
salih-ucan,Salih Uçan,Beşiktaş Jimnastik Kulübü,MID,86,20.905813953488373,28.3,21.58814137792355,0.0,72.2,16.720000000000006,29.25333333333333,-12.533333333333324,0.9255216533185243,
joao-miguel-costa-nogueira,Miguel Nogueira,Vitória Guimarães SC,MID,31,20.661290322580644,27.4,21.199161578064903,0.0,64.2,39.2,22.273333333333333,16.92666666666667,0.9307239036899557,
yigit-efe-demir,Yiğit Demir,Fenerbahçe Spor Kulübü,DEF,48,20.554166666666667,0.0,26.79137649711058,0.0,87.6,16.580000000000002,32.32,-15.739999999999998,0.7395879318465441,
joao-pedro-arnauth-barrocas-simoes,João Simões,Sporting Clube de Portugal,MID,84,20.41904761904762,11.8,21.686548360791168,0.0,65.4,0.0,16.706666666666667,-16.706666666666667,0.9000508713056397,
oscar-rivas-viondi,Óscar Rivas,Vitória Guimarães SC,DEF,81,20.051851851851854,0.0,27.726540133557556,0.0,85.6,54.14000000000001,23.56,30.58000000000001,0.6980253019899125,
mamady-diambou,Mamady Diambou,FC Red Bull Salzburg,MID,91,19.88681318681319,0.0,22.09437439103854,0.0,67.0,0.0,5.760000000000001,-5.760000000000001,0.8611107125088436,
tim-trummer,Tim Trummer,FC Red Bull Salzburg,MID,65,19.65076923076923,0.0,24.824232887675272,0.0,75.7,4.139999999999997,14.66,-10.520000000000003,0.7609429994006771,
diogo-filipe-spencer-marques,Diogo Spencer,SL Benfica,DEF,42,19.52857142857143,0.0,24.42361198307186,0.0,96.5,20.98,14.92,6.0600000000000005,0.7681273393243413,
taylan-bulut,Taylan Bulut,Beşiktaş Jimnastik Kulübü,DEF,72,19.416666666666668,0.0,22.082661607287555,0.0,66.3,24.16,8.26,15.9,0.841179713024798,
dujon-sterling,Dujon Sterling,Rangers FC,DEF,104,19.320192307692306,0.0,25.225112236446037,0.0,95.3,39.7,26.85333333333333,12.846666666666671,0.7367058006654514,
alexander-hartmann-bah,Alexander Bah,SL Benfica,DEF,106,19.28301886792453,0.0,27.15149902622448,0.0,99.1,14.280000000000001,31.033333333333335,-16.753333333333334,0.6849730754998682,
tiago-emanuel-embalo-djalo,Tiago Djaló,Beşiktaş Jimnastik Kulübü,DEF,83,19.13855421686747,0.0,26.759688609353915,0.0,100.0,39.68,25.186666666666667,14.493333333333332,0.6894369200675592,
mustafa-erhan-hekimoglu,Mustafa Hekimoğlu,Beşiktaş Jimnastik Kulübü,FWD,88,19.097727272727273,28.05,19.946808446193415,0.0,70.0,19.619999999999997,30.253333333333334,-10.633333333333336,0.9117249208529346,
maximillian-james-aarons,Max Aarons,Rangers FC,DEF,91,18.442857142857143,0.0,23.80509349258003,0.0,76.7,18.259999999999998,11.906666666666668,6.35333333333333,0.7435108901473793,
michel-ange-balikwisha,Michel-Ange Balikwisha,Celtic FC,FWD,96,18.078125,0.0,26.55629652019312,0.0,94.4,0.0,0.0,0.0,0.6560433469988407,
ersin-destanoglu,Ersin Destanoğlu,Beşiktaş Jimnastik Kulübü,GK,86,17.788372093023256,0.0,25.84386339086709,0.0,86.2,39.839999999999996,45.34666666666667,-5.506666666666675,0.6626606548398424,
manuel-jorge-silva,Manu,SL Benfica,MID,103,17.59126213592233,0.0,26.642020866337734,0.0,100.0,7.140000000000001,6.846666666666666,0.2933333333333348,0.6363956608304587,
henrique-pereira-araujo,Henrique Araújo,SL Benfica,FWD,86,17.25232558139535,0.0,21.96756821661363,0.0,73.9,0.0,0.0,0.0,0.7511603065106324,
munir-mercan,Levent Mercan,Fenerbahçe Spor Kulübü,DEF,98,17.23061224489796,0.0,24.78005686389748,0.0,87.7,28.9,33.02666666666667,-4.126666666666672,0.6683698308294964,
thiago-balieiro-lourenco-de-carvalho,Thiago Balieiro,Vitória Guimarães SC,DEF,34,16.88529411764706,0.0,24.928979513968137,0.0,86.3,33.1,31.673333333333336,1.4266666666666659,0.6512132152578864,
devis-stiven-vasquez-llach,Devis Vásquez,Beşiktaş Jimnastik Kulübü,GK,83,16.842168674698797,0.0,23.489276850231292,0.0,76.9,15.38,5.126666666666667,10.253333333333334,0.6877364643186566,
alex-oxlade-chamberlain,Alex Oxlade-Chamberlain,Celtic FC,MID,69,16.836231884057973,0.0,21.970106502020986,0.0,71.2,21.400000000000002,27.626666666666665,-6.226666666666663,0.7329627262536491,
thiago-emanuel-helguera-merello,Thiago Helguera,Sporting Braga,MID,86,16.60232558139535,0.0,21.16119076347179,0.0,79.3,40.7,27.673333333333336,13.026666666666667,0.7491621618437986,
diogo-lobao-de-sousa,Diogo Sousa,Vitória Guimarães SC,MID,57,16.428070175438595,0.0,22.159517097513373,0.0,64.6,35.5,41.32,-5.82,0.7093442452305049,
gabriel-silva-moscardo-de-salles,Gabriel Moscardo,Sporting Braga,MID,96,16.421875,0.0,19.591454652341078,0.0,57.8,29.879999999999995,36.779999999999994,-6.899999999999999,0.7975092229889145,
karim-konate,Karim Konaté,FC Red Bull Salzburg,FWD,92,16.31304347826087,0.0,23.714256932154605,0.0,81.9,41.339999999999996,47.086666666666666,-5.74666666666667,0.6600661117606456,
fabio-blanco-gomez,FABIO BLANCO,Vitória Guimarães SC,MID,34,15.891176470588235,0.0,18.776183619182248,0.0,52.3,7.62,9.546666666666665,-1.926666666666665,0.8035512198205075,
zaidu-sanusi,Zaidu,FC Porto,DEF,107,15.69158878504673,0.0,22.86202718646336,0.0,86.5,25.8,34.526666666666664,-8.726666666666663,0.6575966351236234,
luis-guilherme-lira-dos-santos,Luis Guilherme,Sporting Clube de Portugal,FWD,81,15.067901234567902,0.0,19.94177040260276,0.0,68.0,34.32,22.12,12.2,0.7195142027101576,
anisio-claudio-fernandes-reis-cabral,Anísio Cabral,SL Benfica,FWD,19,14.700000000000001,0.0,23.61696659419052,0.0,66.2,0.0,11.446666666666667,-11.446666666666667,0.5971491224864857,
orest-lebedenko,Orest Lebedenko,Vitória Guimarães SC,DEF,34,14.605882352941178,0.0,19.953596792444127,0.0,66.3,0.0,13.966666666666667,-13.966666666666667,0.697058481062691,
jannik-schuster-2006-05-16,Jannik Schuster,FC Red Bull Salzburg,DEF,91,14.568131868131868,0.0,26.05950830575997,0.0,100.0,66.17999999999999,43.233333333333334,22.94666666666666,0.5383738574817655,
terem-igobor-moffi,Terem Moffi,FC Porto,FWD,93,14.449462365591398,0.0,20.649937486250852,0.0,65.9,10.4,32.15333333333333,-21.75333333333333,0.6674135837467321,
luis-teixeira-pinto,Luís Pinto,Sporting Braga,MID,10,14.3,0.0,24.60261955339083,0.0,63.5,18.2,10.11111111111111,8.088888888888889,0.5585365970141949,
miguel-raimundo-nobrega,Miguel Nóbrega,Vitória Guimarães SC,DEF,38,14.236842105263158,0.0,21.362589440328087,0.0,60.0,0.0,11.866666666666667,-11.866666666666667,0.6366365640818331,
yann-karamoh,Yann Karamoh,FC Porto,FWD,79,13.937974683544303,0.0,18.30519965220383,0.0,60.0,0.0,0.0,0.0,0.7219803438786597,
samy-jr-merheg-enciso,Samy Merheg,Sporting Braga,FWD,82,13.46219512195122,0.0,21.247847474095938,0.0,69.7,0.0,0.0,0.0,0.6051010165197237,
joao-pedro-neves-filipe,Jota,Celtic FC,FWD,85,12.830588235294117,0.0,23.27483324849177,0.0,77.6,0.0,0.0,0.0,0.5285551543836579,
julian-araujo,Julián Araujo,Celtic FC,DEF,88,12.030681818181819,0.0,21.065662848671966,0.0,76.5,0.0,20.19333333333333,-20.19333333333333,0.5452218635211266,
colby-donovan,Colby Donovan,Celtic FC,DEF,89,11.8,0.0,21.738324975196978,0.0,85.3,0.0,12.42,-12.42,0.518947636330797,
joao-paulo-santos-da-costa,João Costa,FC Porto,GK,62,11.72258064516129,0.0,22.463773527614347,0.0,75.5,0.0,0.0,0.0,0.49960338354634515,
